From	To
A0A0E1TX26	A0A0E1TX26_BURPE
A0A0F6G804	A0A0F6G804_BURPE
A0A153LIA1	OBSOLETE
A2S1C4	A2S1C4_BURM9
A3P7C8	A3P7C8_BURP0
C4AZL7	C4AZL7_BURML
C4I7C0	C4I7C0_BURPE
A0A0A7H8R7	A0A0A7H8R7_9MONI
A0A0D6VZ62	A0A0D6VZ62_BURPE
B1H7C8	B1H7C8_BURPE
A0A0F6L1W2	A0A0F6L1W2_BURPE
A0A1X4JRY1	A0A1X4JRY1_BURPE
A0A069BGT1	OBSOLETE
A0A0E1UC44	A0A0E1UC44_BURPE
A0A0E1W3D8	A0A0E1W3D8_BURPE
Q3JKQ8	Q3JKQ8_BURP1
Q63JT7	Q63JT7_BURPS
R5J9Q4	R5J9Q4_9BACE
A0A1V6KFH8	A0A1V6KFH8_9SPIR
A0A1Q6G402	A0A1Q6G402_9BACE
I9RZW5	I9RZW5_9BACE
U6R7I7	U6R7I7_9BACE
A0A290YJ99	OBSOLETE
A1UY41	ATPA2_BURMS
A3MAS4	ATPA2_BURM7
C4B046	C4B046_BURML
Q62EB0	ATPA2_BURMA
A0A0M3R999	A0A0M3R999_9BACI
A0A081UJS3	A0A081UJS3_BACFG
E4VSV6	E4VSV6_BACFG
K1GIJ7	OBSOLETE
R5R7J4	R5R7J4_9BACE
A0A2H9T892	A0A2H9T892_9ZZZZ
H6THC3	H6THC3_9LILI
A0A0A0DKG6	A0A0A0DKG6_9SPIO
C7DGK1	C7DGK1_MICA2
A0A0W0RT27	A0A0W0RT27_FLUBO
G8C3A2	G8C3A2_9MOLU
A0A078RWZ2	A0A078RWZ2_BACUN
A0A139JYL6	A0A139JYL6_BACUN
A0A174FN51	A0A174FN51_9FIRM
A0A285SE10	A0A285SE10_9BACE
A7V2L5	A7V2L5_BACUC
D2F208	OBSOLETE
E5VBQ2	E5VBQ2_9BACE
I9A0F2	I9A0F2_BACUN
R7EQH1	R7EQH1_9BACE
R9HS00	R9HS00_BACUN
A0A1V5XLS1	A0A1V5XLS1_9BACT
A2RQJ0	A2RQJ0_LEPHO
A0A1C5YV68	A0A1C5YV68_9BACE
R5C096	R5C096_9BACE
A0A1Q6HT93	A0A1Q6HT93_9BACT
A0A1Y3ZIM0	A0A1Y3ZIM0_9BACT
A7AFN5	A7AFN5_9BACT
K5Z5H9	K5Z5H9_9BACT
K5ZSR8	K5ZSR8_9BACT
R6WNI1	R6WNI1_9BACT
R7AAA6	R7AAA6_9BACE
A0A1I2MVL7	A0A1I2MVL7_9BURK
X6NY43	X6NY43_RETFI
A0A0A7H8N1	A0A0A7H8N1_9MONI
R5SKN1	R5SKN1_9BACE
A0A251TAE3	A0A251TAE3_HELAN
A0A0F9Z918	A0A0F9Z918_9BACT
A2RQJ1	A2RQJ1_MACMO
A0A0A7H9G5	A0A0A7H9G5_9MONI
A0A2E2SCE5	A0A2E2SCE5_9GAMM
A0A2N1QR99	A0A2N1QR99_9BACT
A0A1V5HAF0	A0A1V5HAF0_9DELT
G2DGQ0	G2DGQ0_9GAMM
G2FBF4	G2FBF4_9GAMM
A0A1L3LAY3	A0A1L3LAY3_9RHIZ
A0A1B4SFM4	A0A1B4SFM4_9BURK
A0A0U0CDW3	A0A0U0CDW3_STREE
S6FFM9	S6FFM9_9BACI
A0A0D7XVG1	A0A0D7XVG1_BACAM
A0A015PZX6	A0A015PZX6_BACFG
A0A015TTR2	A0A015TTR2_BACFG
A0A015U0A5	A0A015U0A5_BACFG
A0A015UJ00	A0A015UJ00_BACFG
A0A015VE34	A0A015VE34_BACFG
A0A015VN50	OBSOLETE
A0A015WHF0	A0A015WHF0_BACFG
A0A015X1V0	A0A015X1V0_BACFG
A0A015YCG3	A0A015YCG3_BACFG
A0A015YK61	A0A015YK61_BACFG
A0A016E6M5	A0A016E6M5_BACFG
A0A016EEM5	A0A016EEM5_BACFG
A0A016EKU9	A0A016EKU9_BACFG
A0A016EZL8	A0A016EZL8_BACFG
A0A016JK36	A0A016JK36_BACFG
A0A017N9G5	A0A017N9G5_BACFG
A0A017NH22	A0A017NH22_BACFG
A0A0E2ABN6	OBSOLETE
A0A0E2ANP1	A0A0E2ANP1_BACFG
A0A0E2S3Q0	A0A0E2S3Q0_BACFG
A0A0E2ST76	A0A0E2ST76_BACFG
A0A0E2T712	A0A0E2T712_BACFG
A0A0K6BVC0	A0A0K6BVC0_BACFG
A0A139T503	A0A139T503_9BACE
D1JPP0	A0A0K6BVC0_BACFG
E1WR61	E1WR61_BACF6
F7LS06	A0A0K6BVC0_BACFG
I9JTY8	I9JTY8_BACFG
K1GFZ9	K1GFZ9_BACFG
K1GNV6	K1GNV6_BACFG
Q5LBS6	Q5LBS6_BACFN
Q64SP8	Q64SP8_BACFR
R6YYK0	R6YYK0_9BACE
A0A136ADX9	OBSOLETE
A0A2N5MQ92	OBSOLETE
A0A1U3LCB9	A0A1U3LCB9_9MYCO
I2C552	I2C552_BACAM
A0A142FE59	OBSOLETE
A0A172XIF1	A0A172XIF1_9BACI
A0A1W6HI58	A0A1W6HI58_BACVA
A0A2D3DNB7	A0A172XIF1_9BACI
A0A2H6MG11	OBSOLETE
A7Z4P4	A7Z4P4_BACVZ
I2HR24	I2HR24_9BACI
A0A1F7FVK5	A0A1F7FVK5_9BACT
E1QFE9	E1QFE9_DESB2
R6CRK3	R6CRK3_9BACE
A0A2M7BXU0	A0A2M7BXU0_9BACT
G4T054	G4T054_META2
A0A2J8B776	A0A2J8B776_9FIRM
A0A2N5PF46	A0A2N5PF46_RUMGN
R5UFR5	R5UFR5_9FIRM
A0A163CCA2	A0A163CCA2_9BURK
A0A1J4Y6Y4	A0A1J4Y6Y4_9PROT
A0A2G2XYL6	A0A2G2XYL6_CAPAN
A0A223VMJ3	A0A223VMJ3_9PSED
A0A1B1EJD4	A0A1B1EJD4_VIBNA
A0A1F6CKY5	A0A1F6CKY5_9BACT
S9QUA8	S9QUA8_9RHOB
A0A1L3LUR2	A0A1L3LUR2_9RHIZ
A0A2C9BFJ5	A0A2C9BFJ5_9BURK
A0A2E3PM46	A0A2E3PM46_9RHOB
A0A0X1T7C9	A0A0X1T7C9_PSEAA
A0A0A0TRI3	A0A0A0TRI3_BACIU
A0A1D9PK32	A0A1D9PK32_9BACI
A0A1Y0X7V2	A0A1Y0X7V2_BACAM
A0A2E1U244	A0A2E1U244_9BACT
A0A125PWJ9	A0A125PWJ9_XANCT
A0A1C3TQS6	A0A1C3TQS6_XANCT
F6KK40	F6KK40_9EMBR
A0A081KF01	A0A081KF01_9GAMM
A0A2I0FJY7	A0A2I0FJY7_9BACL
A0A2F0B5U3	A0A2F0B5U3_ESCRO
A1E921	A1E921_9CHLO
A0A1E5A7Y8	A0A1E5A7Y8_9RICK
D6Z2V8	D6Z2V8_DESAT
A0A2C0PA13	A0A2C0PA13_BACME
R9L8Z5	R9L8Z5_9FIRM
A0A103FD91	OBSOLETE
A0A1C5YN61	A0A1C5YN61_9BACE
A0A212QUB9	A0A212QUB9_9PSED
A0A285YD76	A0A285YD76_9PSED
E6SQQ3	E6SQQ3_BACT6
S4UL18	S4UL18_9BRYO
A0A1V2YEN6	A0A1V2YEN6_9FIRM
A0A1W1ZM66	A0A1W1ZM66_9PSED
A0A2N9MR59	A0A2N9MR59_9BACT
M5RN66	M5RN66_9PLAN
A0A0J6S1D6	A0A0J6S1D6_9RHIZ
A0A0B6WZC9	A0A0B6WZC9_9BACT
A0A1I4MWE6	A0A1I4MWE6_9RHIZ
A0A158GEX7	A0A158GEX7_9BURK
A0A0E4FZC4	A0A0E4FZC4_9BRAD
D3YHZ4	D3YHZ4_9MONI
A0A0G3LIX7	A0A0G3LIX7_XANCT
L7GP10	OBSOLETE
A3JAU9	A3JAU9_9ALTE
A0A142XFA3	A0A142XFA3_9BACT
A0A108CMY8	A0A108CMY8_9BURK
A0A2N1UED4	A0A2N1UED4_9BACT
A0A1Y1WDP7	A0A1Y1WDP7_9FUNG
A0A1F9LN84	A0A1F9LN84_9DELT
A0A0V7Z1M4	A0A0V7Z1M4_9RHIZ
A0A0Q1G5Q3	A0A0Q1G5Q3_9EURY
A0A0A7ACK6	A0A0A7ACK6_9XANT
A0A1Q9Y3I1	A0A1Q9Y3I1_9PSED
I4KWI1	I4KWI1_9PSED
A0A0U4MVM8	A0A0U4MVM8_9CHLO
A0A1F6IWT5	A0A1F6IWT5_9BACT
A0A2K1FEH4	A0A2K1FEH4_9PSED
A0A2A9FNY8	A0A2A9FNY8_9ALTE
F1ZAB5	F1ZAB5_9SPHN
A0A1W9HE24	A0A1W9HE24_9BACT
A0A1V4IWS8	A0A1V4IWS8_9CLOT
A0A0R3AMQ0	A0A0R3AMQ0_9PSED
A0A0K3A4X2	A0A0K3A4X2_XANCT
A0A0K2ZDV9	A0A0K2ZDV9_XANCT
A0A0K2ZGA3	A0A0K2ZGA3_XANCT
A0A1M6VI86	A0A1M6VI86_9BURK
A0A1X0MWU8	A0A1X0MWU8_9BURK
A0A222FEW4	A0A222FEW4_9GAMM
A0A1V2AC79	A0A1V2AC79_9BACI
A0A2M6ZL22	A0A2M6ZL22_9DELT
A0A2D6VKE2	A0A2D6VKE2_9BACT
A0A0N0ZDT1	A0A0N0ZDT1_9BURK
H6THA3	H6THA3_HYDMO
A0A0K8P6J8	A0A0K8P6J8_IDESA
A0A0E2IX62	A0A0E2IX62_CHLPS
A8VRS0	A8VRS0_9SPER
A8VRS2	A8VRS2_9SPER
A8VRS3	A8VRS3_9SPER
A0A1M4IF05	A0A1M4IF05_XANCT
A0A0S8DVT5	A0A0S8DVT5_9GAMM
A8VRR8	A8VRR8_ATHSE
A8VRR9	A8VRR9_ATHCU
A0A2E0H7J9	A0A2E0H7J9_9PROT
A0A2E6TED9	A0A2E6TED9_9BACT
A0A1I2S555	A0A1I2S555_9FIRM
A0A1S8TQD2	A0A1S8TQD2_9CLOT
D3HP30	D3HP30_LEGLN
A0A0S8EC61	A0A0S8EC61_9BACT
A0A174CUQ0	A0A174CUQ0_9FIRM
A0A1C5LF84	A0A1C5LF84_9FIRM
A0A1Q6JXH5	A0A1Q6JXH5_9FIRM
A5KNI3	A5KNI3_9FIRM
E5XJI8	E5XJI8_9FIRM
F3AU09	F3AU09_9FIRM
R5QEL9	R5QEL9_9FIRM
Q14EU9	Q14EU9_CUNLA
A0A1V6HEZ5	A0A1V6HEZ5_9BACT
X5E262	X5E262_9BACT
M5S3L9	M5S3L9_9PLAN
A0A1M6FRG1	A0A1M6FRG1_9FIRM
A0A1H4LVF1	A0A1H4LVF1_9BURK
A0A0P7D268	A0A0P7D268_PSEPU
A0A177K5Y8	A0A177K5Y8_9PSED
A0A1I4L6V2	A0A1I4L6V2_DESNO
A0A101FUQ0	A0A101FUQ0_9EURY
A0A1I3DTK1	A0A1I3DTK1_9BURK
Q14EV0	Q14EV0_TORCL
V9WW84	V9WW84_9PSED
A0A1F7WMD8	A0A1F7WMD8_9BACT
A0A1F8ATV8	A0A1F8ATV8_9BACT
A0A1I3LS94	A0A1I3LS94_9RHIZ
A8VRR5	A8VRR5_SEQSE
A8VRS1	A8VRS1_9SPER
A0A0P0FE57	A0A0P0FE57_BACT4
A0A1E9BDS6	A0A1E9BDS6_9BACE
A0A1H2UR21	A0A1H2UR21_9BACE
A0A1H8N2T0	A0A1H8N2T0_9BACE
C6IHG1	A0A0P0FE57_BACT4
D7IHR1	D7IHR1_9BACE
Q8A876	Q8A876_BACTN
R6WA90	R6WA90_9BACE
R9HFH9	R9HFH9_BACT4
A0A2E9UF31	A0A2E9UF31_9BACT
E5CHF9	E5CHF9_9BACE
A0A098ERA7	A0A098ERA7_9BACL
A6XLF9	A6XLF9_SALSE
I9CHP4	I9CHP4_9RHIZ
A0A1H2ZLZ8	A0A1H2ZLZ8_THIRO
A0A2E3WHZ2	A0A2E3WHZ2_9GAMM
A0A1M5GDD9	A0A1M5GDD9_9BACE
R6FCY3	R6FCY3_9BACE
A0A2N3EKC7	A0A2N3EKC7_9PROT
A0A1F6BYB7	A0A1F6BYB7_9BACT
A0A108T522	A0A108T522_BACSE
A0A1Q6FNE6	A0A1Q6FNE6_9BACE
A0A1Y3YVP1	A0A1Y3YVP1_9BACE
F3PMI8	F3PMI8_9BACE
R6ATC6	R6ATC6_9BACE
S3Y170	S3Y170_BACSE
B0NTP3	B0NTP3_BACSE
B7AKC4	OBSOLETE
E5X3K1	E5X3K1_9BACE
R5JWM7	R5JWM7_9BACE
A0A2A4EQE6	A0A2A4EQE6_9PSED
B1NG97	B1NG97_ANEAD
B1NG98	B1NG98_9MONI
B1NG99	B1NG99_9MONI
A0A0B4R7M7	A0A0B4R7M7_9BACL
A0A1F8JW62	A0A1F8JW62_9BACT
F3PQK2	F3PQK2_9BACE
Q14EV1	Q14EV1_9SPER
A0A132CIP5	A0A132CIP5_9BURK
A0A1H2ACN8	A0A1H2ACN8_9PSED
A8VRP1	A8VRP1_METGY
A0A1C7DUE4	A0A1C7DUE4_9BACL
R9YCF4	R9YCF4_ANAPH
A0A2M7ZB65	A0A2M7ZB65_9BACT
J9D477	J9D477_9ZZZZ
A0A2N2NBT1	A0A2N2NBT1_9CHLR
A0A1Y5S4C0	A0A1Y5S4C0_9RHOB
R9JE85	R9JE85_9FIRM
Q93X75	Q93X75_GOSHI
L1NBM4	L1NBM4_9PORP
E2E6K0	E2E6K0_9ENTE
A0A0J7HRS5	A0A0J7HRS5_9BACT
A0A2A9EKV6	A0A2A9EKV6_9MICO
Z4X026	Z4X026_9PORP
A0A031WDT8	A0A031WDT8_CLODI
A0A0H3N5B8	A0A0H3N5B8_PEPDC
A0A0J0Y4C8	A0A0J0Y4C8_PAESO
A0A125V927	A0A125V927_CLODI
A0A1F2CS55	A0A1F2CS55_9CLOT
A0A2I2K080	OBSOLETE
C9YQC3	C9YQC3_PEPDR
D5Q8K3	D5Q8K3_CLODI
G6B4D1	OBSOLETE
G6BES9	OBSOLETE
Q184E3	VATB_PEPD6
T4H233	T4H233_CLODI
R6RYX0	R6RYX0_9BACE
A0A2G9U7D6	A0A2G9U7D6_TELCI
A0A1H0UJ70	A0A1H0UJ70_9PSED
A0A2G3BW76	A0A2G3BW76_CAPCH
A8VRR2	A8VRR2_TAXDI
A0A228QU48	A0A228QU48_9BURK
A0A162K7V4	A0A162K7V4_9PROT
A0A2E9F7X1	A0A2E9F7X1_9BACT
A0A199P572	A0A199P572_XANCT
A0A218LS71	A0A218LS71_9POAL
A0A1K1N9B1	A0A1K1N9B1_9BURK
B1TD97	B1TD97_9BURK
A0A1X1P676	A0A1X1P676_9BURK
A0A0G1R1N9	A0A0G1R1N9_9BACT
I3TL57	I3TL57_TISMK
A0A1C6ICF3	A0A1C6ICF3_9CLOT
A0A2N1U399	A0A2N1U399_9BACT
A5N7B7	A5N7B7_CLOK5
B9E0T0	B9E0T0_CLOK1
A0A078KLY2	A0A078KLY2_9FIRM
Q0QEM8	Q0QEM8_BALPH
Q8SLW8	Q8SLW8_MESVI
H0UNJ9	H0UNJ9_9BACT
A8VRR0	A8VRR0_9SPER
A8VRR1	A8VRR1_9SPER
A8VRR3	A8VRR3_TAXDI
A0A107FW71	A0A107FW71_9BURK
D5C5A4	D5C5A4_NITHN
A0A2I8F0C5	A0A2I8F0C5_9BURK
A4GKM7	A4GKM7_9POAL
A0A1V1WWE0	A0A1V1WWE0_9DELT
A0A0E1VWD1	A0A0E1VWD1_BURPE
Q3JJP7	ATPA2_BURP1
A0A0E1SGP4	A0A0E1SGP4_BURPE
A0A1G7ZSZ8	A0A1G7ZSZ8_9BURK
G7WHZ1	G7WHZ1_DESOD
R6YPQ3	R6YPQ3_9BACE
C4I9E0	C4I9E0_BURPE
A0A2E3ENQ8	A0A2E3ENQ8_9PROT
A0A1S0SMW3	OBSOLETE
B1H975	B1H975_BURPE
A3P8L5	ATPA2_BURP0
Q63IX0	ATPA2_BURPS
I8Y9P5	I8Y9P5_9BACE
X0SBR7	X0SBR7_9ZZZZ
A0A0E1TXQ8	A0A0E1TXQ8_BURPE
A0A1W6FUF9	A0A1W6FUF9_BURPE
A0A2C9A4Q6	A0A2C9A4Q6_9BURK
A0A2K9DC95	A0A2K9DC95_BURPE
A0A0K1K6D5	A0A0K1K6D5_9BURK
A0A1G9QZK5	A0A1G9QZK5_9RHIZ
M1N4B5	M1N4B5_9CLOT
A3NN58	ATPA2_BURP6
A0A088YB04	OBSOLETE
A0A0E1UMH0	A0A0E1UMH0_BURPE
A0A0T5Z7X4	A0A0T5Z7X4_9GAMM
A0A0F6G242	A0A0F6G242_BURPE
X6M337	X6M337_RETFI
F9UCY3	F9UCY3_9GAMM
A0A0K9IC29	A0A0K9IC29_9DELT
A0A090F0P8	A0A090F0P8_MESPL
A0A090FAD5	A0A090FAD5_9RHIZ
A0A095SXG4	A0A095SXG4_BURPE
A0A0H3HZG3	A0A0H3HZG3_BURP2
A0A1F9FSB2	A0A1F9FSB2_9DELT
C5MF55	C5MF55_CANTT
A0A0F6L4N2	A0A0F6L4N2_BURPE
A0A2H0AW22	A0A2H0AW22_9CHLR
A0A119BUH4	A0A119BUH4_9BURK
A1E916	A1E916_9CHLO
Q9K1T7	Q9K1T7_CHLPN
A0A2E5G4W2	A0A2E5G4W2_9BACT
A0A0G0CW97	A0A0G0CW97_9BACT
U7D7Y6	U7D7Y6_9BACT
A0A0X3TVW3	A0A0X3TVW3_9RHOB
A0A117SK81	A0A117SK81_9FIRM
A0A1G1LKE0	A0A1G1LKE0_9BACT
A0A0F7X030	A0A0F7X030_CHLPN
A0A2E6M0J4	A0A2E6M0J4_9GAMM
A0A2N9CWD6	A0A2N9CWD6_9BURK
A0A1G2K3V8	A0A1G2K3V8_9BACT
A0A2M7AD59	A0A2M7AD59_9BACT
H6THC1	H6THC1_9LILI
A0A0R2Y3Q4	A0A0R2Y3Q4_9PSED
A0A1H3CZH7	A0A1H3CZH7_9ALTE
A0A0R2YYH7	A0A0R2YYH7_9PSED
A0A081G2F9	A0A081G2F9_9GAMM
A0A1M5UUH2	A0A1M5UUH2_9FIRM
Q6K1K7	Q6K1K7_9MAGN
A0A0Q7XL50	A0A0Q7XL50_9BURK
R4YNE6	R4YNE6_OLEAN
A0A0J6JPP6	A0A0J6JPP6_PSETA
A0A2H0VJG2	A0A2H0VJG2_9BACT
A0A1J4Y0U9	A0A1J4Y0U9_9PROT
A0A2M7Q2B2	A0A2M7Q2B2_9PROT
A0A2D6RWB9	A0A2D6RWB9_9BURK
A0A0E2J1W6	A0A0E2J1W6_CHLPS
A0A0E2JA91	A0A0E2JA91_CHLPS
A0A2D2D8A1	A0A2D2D8A1_CHLPS
S4M9Q7	S4M9Q7_CHLPS
H6THC0	H6THC0_9LILI
A0A1V0PYL4	A0A1V0PYL4_9RHOB
A0A1B4Q204	A0A1B4Q204_BURCE
M9MKP0	M9MKP0_GLUTH
A0A0D6PL33	A0A0D6PL33_9PROT
A0A1X6S478	A0A1X6S478_CHLAO
Q5L774	Q5L774_CHLAB
A0A0U5IDY3	A0A0U5IDY3_9GAMM
A0A2D8RE75	A0A2D8RE75_9GAMM
A0A118HRG3	A0A118HRG3_9BURK
A0A2K3UN51	OBSOLETE
A0A0G3YL26	A0A0G3YL26_9BURK
A0A1C8ZIV6	A0A0G3YL26_9BURK
K1SRR4	K1SRR4_9ZZZZ
A0A1V0WHP1	OBSOLETE
A0A1V6L2I5	A0A1V6L2I5_9BURK
A0A0R3BWK4	A0A0R3BWK4_9PSED
A0A1X1PLI8	A0A1X1PLI8_9BURK
A0A125QFS4	A0A125QFS4_PSEFL
A0A081XL36	A0A081XL36_STRTO
A0A095GG75	A0A095GG75_BURCE
B4EN91	B4EN91_BURCJ
Q8VP15	Q8VP15_9BURK
A0A1V2VX37	A0A1V2VX37_9BURK
A0A1S1T1N3	A0A1S1T1N3_9RHIZ
A0A105IZU2	A0A105IZU2_9BURK
A0A0D0H1A1	A0A0D0H1A1_9BURK
A0A107EXA0	A0A107EXA0_9BURK
A0A1Q9XNC4	A0A1Q9XNC4_9PSED
A0A107KM40	A0A107KM40_9BURK
A0A2E2UQK4	A0A2E2UQK4_9DEIN
A0A1H3F9U5	A0A1H3F9U5_9ACTN
A0A087NXP0	A0A087NXP0_BURPY
A0A1K1S2B5	A0A1K1S2B5_9BURK
A0A118RXL1	A0A118RXL1_9BURK
A0A2E0SLX4	A0A2E0SLX4_9PLAN
A0A1C5NPP5	A0A1C5NPP5_9CLOT
R6WBA1	R6WBA1_9CLOT
A0A1B4DAY9	OBSOLETE
A0A015PH03	A0A015PH03_BACFG
A0A1J8ZCZ3	OBSOLETE
A0A105FWP3	A0A105FWP3_9BURK
A0A1B4Q2U1	A0A1B4Q2U1_BURCE
A0A103B712	A0A103B712_9BURK
C5CYE4	C5CYE4_VARPS
A0A0W0RG13	OBSOLETE
A0A1B4I552	A0A1B4I552_9BURK
A0A2E5C3N2	A0A2E5C3N2_9GAMM
A0A0U4C611	A0A0U4C611_BURCE
A0A0H2XVZ7	A0A0H2XVZ7_BURCA
A0A228HJT2	A0A228HJT2_9BURK
A0A0E3KX09	A0A0E3KX09_9EURY
A0A109EHM1	A0A109EHM1_9BURK
A0A0G3WYS6	A0A0G3WYS6_BURPY
A0A095EKG2	A0A095EKG2_BURCE
A0A1F8VAK7	A0A1F8VAK7_9FIRM
A0A0W0I5U4	A0A0W0I5U4_PSEFL
A0A076LIT0	A0A076LIT0_9EURY
A0A1C5QZT1	A0A1C5QZT1_9CLOT
R5YBQ6	R5YBQ6_9FIRM
A0A1V2XMG6	A0A1V2XMG6_9BURK
A0A107SQA5	A0A107SQA5_9BURK
A0A2G1SC08	A0A2G1SC08_9BURK
A0A1Q6HN07	A0A1Q6HN07_9BACE
A0A0B2B505	A0A0B2B505_9ACTN
A0A1E3FSD4	A0A1E3FSD4_9BURK
A0A071M9X6	A0A071M9X6_9BURK
A0A0T5YXG6	A0A0T5YXG6_9GAMM
A0A1F4T7C4	A0A1F4T7C4_9BACT
A0A104CLJ7	A0A104CLJ7_9BURK
A0A0J5X5A6	A0A0J5X5A6_BURCE
A0A2E7HP75	A0A2E7HP75_9BACT
L5N281	L5N281_9BACI
A0A1Y2R257	A0A1Y2R257_9BURK
A0A2E7V675	A0A2E7V675_9PROT
A0A1Q6SRZ2	A0A1Q6SRZ2_9FIRM
R7R7Q7	R7R7Q7_9FIRM
A1E913	A1E913_HAELA
A1E8Y6	A1E8Y6_9CHLO
B9Z798	B9Z798_9NEIS
A0A103KEV8	A0A103KEV8_9BURK
A0A1G4XAW2	A0A1G4XAW2_9ACTN
A0A1B1S0L1	A0A1B1S0L1_9BACL
A0A1G0Y5T6	A0A1G0Y5T6_9BACT
A0A0D5IUS9	A0A0D5IUS9_9BURK
A0A0E4APM5	OBSOLETE
A0A1U9L2H5	A0A1U9L2H5_9PROT
A0A0U2Y516	A0A0U2Y516_9BACL
A0A149THW7	A0A149THW7_9PROT
A0A199VWV4	A0A199VWV4_ANACO
A0A132EHH0	A0A132EHH0_9BURK
A0A200HEL4	OBSOLETE
A8FD88	A8FD88_BACP2
A0A1U9N092	A0A1U9N092_9BURK
B1K8L4	B1K8L4_BURCC
A0A256YMJ5	A0A256YMJ5_9CREN
A0A135W4Y3	A0A135W4Y3_9BACL
A0A1I1NQ08	A0A1I1NQ08_9BURK
X6P954	X6P954_RETFI
A0A0R3A6N5	A0A0R3A6N5_9PSED
A0A1H4MM63	A0A1H4MM63_PSEPA
A0A2N7YL45	A0A2N7YL45_9PSED
A0A2M7BT99	A0A2M7BT99_9BACT
A0A1Y3TF39	A0A1Y3TF39_9FIRM
E2E6H7	E2E6H7_9ENTE
A0A285TG94	A0A285TG94_9RHOB
A0A1H0EFR6	A0A1H0EFR6_9PSED
A0A0M4CYK3	A0A0M4CYK3_9DELT
A0A1U9ZAV4	A0A1U9ZAV4_9MONI
A0A132F185	A0A132F185_9BURK
A0A1B4N0P8	OBSOLETE
B9C0R9	B9C0R9_9BURK
H6THB0	H6THB0_9LILI
H6THB2	H6THB2_9LILI
A0A263P0Z5	A0A263P0Z5_9PSED
A0A1H0U8Q8	A0A1H0U8Q8_9BURK
A0A2E7EDU7	A0A2E7EDU7_9GAMM
A0A2E9DGZ2	A0A2E9DGZ2_9GAMM
A0A124UZP7	A0A124UZP7_BURPY
A0A1Y6CR19	A0A1Y6CR19_9PROT
A0A2I0QWZ0	A0A2I0QWZ0_9BACI
A0A1Y6BYR5	A0A1Y6BYR5_9NEIS
A0A0N0MBS4	A0A0N0MBS4_9BRAD
A0A238W9I8	A0A238W9I8_9ACTN
A0A088UKD6	A0A088UKD6_9BURK
A0A101FN88	A0A101FN88_9BACT
A8Y6V8	A8Y6V8_9SOLA
A0A1F3BNQ0	A0A1F3BNQ0_9BACT
A0A256WKV8	A0A256WKV8_9BACT
A0A2N4S827	A0A2N4S827_9BACT
A0A1V6KWA1	A0A1V6KWA1_9BURK
X0TRV5	X0TRV5_9ZZZZ
S4S8D6	S4S8D6_9BRYO
A0A1G2WCV0	A0A1G2WCV0_9DELT
A0A078PQD3	A0A078PQD3_BACOV
A0A078Q783	A0A078Q783_BACFG
A0A1F0I582	A0A1F0I582_9BACE
F7L8E3	F7L8E3_BACOV
A0A125JF13	A0A125JF13_9BURK
A0A0X1SYQ2	A0A0X1SYQ2_PSEAA
A0A174KUI2	A0A174KUI2_9BACE
A0A1C5WLP5	A0A1C5WLP5_9BACE
C9KVV6	C9KVV6_9BACE
K5CNT6	K5CNT6_9BACE
A0A1G9U5B9	A0A1G9U5B9_9BACI
A0A0A2DYH4	A0A0A2DYH4_9PORP
A0A1E9ABB9	A0A1E9ABB9_9FIRM
A0A1T5JLY0	A0A1T5JLY0_9FIRM
A0A1M3HB60	A0A1M3HB60_9SPHI
A0A174VLW4	A0A174VLW4_9BACE
A0A1Q6H6I2	A0A1Q6H6I2_9BACE
A5ZBX6	A5ZBX6_9BACE
I9EKD2	I9EKD2_9BACE
R5UZI2	R5UZI2_9BACE
A0A1Z8V7M7	A0A1Z8V7M7_9PROT
A0A1I3Y4Q5	A0A1I3Y4Q5_HALDA
A0A1I5WE98	A0A1I5WE98_9BACI
A0A2A4Q188	A0A2A4Q188_9BACT
A0A0J9FFU9	A0A0J9FFU9_9BACE
I3ILM8	I3ILM8_9BACT
A0A1C7H337	A0A1C7H337_9BACE
A0A139LKD7	A0A139LKD7_BACOV
A0A174KU92	A0A174KU92_9BACE
A7LQK4	A7LQK4_BACO1
C3QJQ6	C3QJQ6_9BACE
C3QY94	C3QY94_9BACE
D0TNN8	D0TNN8_9BACE
D4WAL4	D4WAL4_BACOV
D6D4C1	D6D4C1_9BACE
D7JA22	D7JA22_9BACE
D7KA04	D7KA04_9BACE
F7LZX5	F7LZX5_9BACE
I9AGZ0	I9AGZ0_9BACE
I9I5L0	I9I5L0_BACOV
R6J3I6	R6J3I6_9BACE
W6P3J9	W6P3J9_9BACE
D7N841	D7N841_9FIRM
W9A902	W9A902_9BACI
A0A103HP68	A0A103HP68_BURVI
E0QHF9	E0QHF9_9FIRM
F9UCY9	F9UCY9_9GAMM
H6THC2	H6THC2_9LILI
A0A132E2M6	A0A132E2M6_BURVI
J4UE02	J4UE02_9FIRM
A0A1I3L9J1	A0A1I3L9J1_9CAUL
A4JPT0	A4JPT0_BURVG
A0A2G8IYT8	A0A2G8IYT8_BACPU
A0A1T4KRU5	A0A1T4KRU5_9PORP
A0A2N7VLZ2	A0A2N7VLZ2_9BURK
A0A132DD43	A0A132DD43_BURVI
A0A119DPE7	A0A119DPE7_9BURK
A0A1G5NZY5	A0A1G5NZY5_BURVI
A0A2D9YBB4	A0A2D9YBB4_9PROT
A0A075PIX1	OBSOLETE
A0A1F9BTV6	A0A1F9BTV6_9DELT
